date,Open,High,Low,Close,Volume
14.11.2025 12:15:00.000,4126.059,4128.701,4110.952,4113.557,11837
14.11.2025 12:30:00.000,4113.539,4119.334,4107.313,4115.482,9914
14.11.2025 12:45:00.000,4115.381,4119.75,4109.745,4116.241,8305
14.11.2025 13:00:00.000,4116.2,4118.903,4084.425,4086.41,16363
14.11.2025 13:15:00.000,4086.436,4092.039,4053.599,4055.84,20070
14.11.2025 13:30:00.000,4055.796,4063.838,4046.413,4054.983,14671
14.11.2025 13:45:00.000,4055.009,4057.964,4041.142,4055.832,14673
14.11.2025 14:00:00.000,4055.788,4056.047,4037.529,4050.279,15312
14.11.2025 14:15:00.000,4050.292,4060.408,4046.458,4053.458,10267
14.11.2025 14:30:00.000,4053.382,4072.677,4032.274,4068.028,20168
14.11.2025 14:45:00.000,4068.067,4084.021,4063.419,4082.811,14899
