entry_time,exit_time,direction,entry_price,stop_loss,take_profit,status,pnl,balance
2023-10-19 15:00:00,2023-10-19 15:30:00,Buy,1951.865,1948.365,1958.865,Win,7.0,1633.0
2023-10-19 17:15:00,2023-10-19 17:45:00,Buy,1965.028,1961.528,1972.028,Win,7.0,1640.0
2023-10-19 19:00:00,2023-10-19 23:30:00,Buy,1974.735,1971.235,1981.735,Win,7.0,1647.0
2023-10-20 01:30:00,2023-10-20 08:15:00,Buy,1975.375,1971.875,1982.375,Win,7.0,1654.0
2023-10-20 15:00:00,2023-10-20 16:00:00,Buy,1991.695,1988.195,1998.695,Loss,-3.5,1650.5
2023-10-23 00:45:00,2023-10-23 02:30:00,Sell,1969.715,1973.215,1962.715,Loss,-3.5,1647.0
2023-10-23 07:30:00,2023-10-23 13:30:00,Buy,1977.035,1973.535,1984.035,Loss,-3.5,1643.5
2023-10-23 19:15:00,2023-10-24 02:15:00,Sell,1975.175,1978.675,1968.175,Loss,-3.5,1640.0
2023-10-24 10:45:00,2023-10-24 11:00:00,Sell,1963.095,1966.595,1956.095,Win,7.0,1647.0
2023-10-25 04:45:00,2023-10-25 12:00:00,Sell,1973.185,1976.685,1966.185,Loss,-3.5,1643.5
2023-10-25 13:30:00,2023-10-25 13:45:00,Buy,1978.428,1974.928,1985.428,Win,7.0,1650.5
2023-10-25 15:30:00,2023-10-25 15:45:00,Buy,1977.025,1973.525,1984.025,Win,7.0,1657.5
2023-10-25 17:15:00,2023-10-26 04:00:00,Buy,1980.405,1976.905,1987.405,Win,7.0,1664.5
2023-10-26 08:30:00,2023-10-26 10:30:00,Buy,1990.315,1986.815,1997.315,Loss,-3.5,1661.0
2023-10-27 02:00:00,2023-10-27 10:45:00,Buy,1986.655,1983.155,1993.655,Loss,-3.5,1657.5
2023-10-27 17:15:00,2023-10-27 17:30:00,Buy,1985.625,1982.125,1992.625,Win,7.0,1664.5
2023-10-30 13:00:00,2023-10-30 14:30:00,Buy,1998.515,1995.015,2005.515,Loss,-3.5,1661.0
2023-10-31 03:45:00,2023-10-31 07:00:00,Sell,1992.805,1996.305,1985.805,Loss,-3.5,1657.5
2023-10-31 13:45:00,2023-10-31 14:00:00,Buy,1998.774,1995.274,2005.774,Win,7.0,1664.5
2023-10-31 16:00:00,2023-10-31 17:15:00,Sell,1992.605,1996.105,1985.605,Win,7.0,1671.5
2023-11-01 00:30:00,2023-11-01 11:30:00,Sell,1981.005,1984.505,1974.005,Loss,-3.5,1668.0
2023-11-01 15:30:00,2023-11-01 18:30:00,Sell,1981.315,1984.815,1974.315,Win,7.0,1675.0
2023-11-02 10:30:00,2023-11-02 13:30:00,Buy,1987.675,1984.175,1994.675,Loss,-3.5,1671.5
2023-11-02 17:15:00,2023-11-03 12:15:00,Buy,1983.505,1980.005,1990.505,Win,7.0,1678.5
2023-11-06 02:30:00,2023-11-06 03:30:00,Sell,1989.795,1993.295,1982.795,Win,7.0,1685.5
2023-11-07 07:00:00,2023-11-07 11:30:00,Sell,1970.495,1973.995,1963.495,Win,7.0,1692.5
2023-11-07 14:30:00,2023-11-07 18:30:00,Sell,1964.518,1968.018,1957.518,Loss,-3.5,1689.0
2023-11-08 05:15:00,2023-11-08 10:30:00,Sell,1966.655,1970.155,1959.655,Win,7.0,1696.0
2023-11-08 19:15:00,2023-11-09 01:15:00,Sell,1950.398,1953.898,1943.398,Loss,-3.5,1692.5
2023-11-09 02:00:00,2023-11-09 08:15:00,Sell,1952.695,1956.195,1945.695,Win,7.0,1699.5
2023-11-09 15:30:00,2023-11-09 19:30:00,Buy,1961.245,1957.745,1968.245,Loss,-3.5,1696.0
2023-11-10 07:00:00,2023-11-10 11:15:00,Sell,1956.205,1959.705,1949.205,Win,7.0,1703.0
2023-11-10 11:15:00,2023-11-10 12:30:00,Sell,1951.275,1954.775,1944.275,Win,7.0,1710.0
2023-11-10 16:15:00,2023-11-10 18:15:00,Sell,1939.955,1943.455,1932.955,Win,7.0,1717.0
2023-11-13 03:00:00,2023-11-13 07:30:00,Sell,1936.965,1940.465,1929.965,Loss,-3.5,1713.5
2023-11-13 12:45:00,2023-11-13 16:00:00,Sell,1936.798,1940.298,1929.798,Loss,-3.5,1710.0
2023-11-14 14:30:00,2023-11-14 15:00:00,Buy,1961.974,1958.474,1968.974,Win,7.0,1717.0
2023-11-15 03:00:00,2023-11-15 08:15:00,Buy,1964.965,1961.465,1971.965,Win,7.0,1724.0
2023-11-16 02:45:00,2023-11-16 06:30:00,Buy,1959.505,1956.005,1966.505,Win,7.0,1731.0
2023-11-16 14:30:00,2023-11-16 14:45:00,Buy,1975.285,1971.785,1982.285,Win,7.0,1738.0
2023-11-17 09:00:00,2023-11-17 13:30:00,Buy,1989.525,1986.025,1996.525,Loss,-3.5,1734.5
2023-11-19 23:00:00,2023-11-20 01:15:00,Sell,1979.358,1982.858,1972.358,Loss,-3.5,1731.0
2023-11-20 02:15:00,2023-11-20 08:15:00,Buy,1981.455,1977.955,1988.455,Loss,-3.5,1727.5
2023-11-20 13:30:00,2023-11-20 15:45:00,Sell,1969.535,1973.035,1962.535,Loss,-3.5,1724.0
2023-11-21 13:00:00,2023-11-21 13:30:00,Buy,1989.825,1986.325,1996.825,Win,7.0,1731.0
2023-11-21 14:00:00,2023-11-21 14:45:00,Buy,1998.768,1995.268,2005.768,Win,7.0,1738.0
2023-11-22 18:30:00,2023-11-23 01:45:00,Sell,1990.075,1993.575,1983.075,Loss,-3.5,1734.5
2023-11-23 03:30:00,2023-11-23 16:00:00,Buy,1994.615,1991.115,2001.615,Loss,-3.5,1731.0
2023-11-24 13:30:00,2023-11-27 01:00:00,Buy,1998.435,1994.935,2005.435,Win,7.0,1738.0
2023-11-27 01:00:00,2023-11-27 01:15:00,Buy,2003.955,2000.455,2010.955,Win,7.0,1745.0
2023-11-27 18:15:00,2023-11-28 13:30:00,Buy,2011.625,2008.125,2018.625,Win,7.0,1752.0
2023-11-28 14:00:00,2023-11-28 15:30:00,Buy,2021.848,2018.348,2028.848,Win,7.0,1759.0
2023-11-28 15:30:00,2023-11-28 16:00:00,Buy,2026.185,2022.685,2033.185,Win,7.0,1766.0
2023-11-28 16:00:00,2023-11-28 16:45:00,Buy,2031.508,2028.008,2038.508,Win,7.0,1773.0
2023-11-28 23:15:00,2023-11-29 00:45:00,Buy,2042.155,2038.655,2049.1549999999997,Win,7.0,1780.0
2023-11-29 04:45:00,2023-11-29 09:15:00,Buy,2044.425,2040.925,2051.425,Loss,-3.5,1776.5
2023-11-29 14:30:00,2023-11-29 18:45:00,Buy,2041.125,2037.625,2048.125,Win,7.0,1783.5
2023-11-30 11:00:00,2023-11-30 13:15:00,Sell,2037.745,2041.245,2030.745,Loss,-3.5,1780.0
2023-11-30 18:30:00,2023-11-30 23:30:00,Sell,2036.175,2039.675,2029.175,Loss,-3.5,1776.5
2023-12-01 08:45:00,2023-12-01 11:30:00,Buy,2043.185,2039.685,2050.185,Loss,-3.5,1773.0
2023-12-01 11:30:00,2023-12-01 15:00:00,Sell,2040.165,2043.665,2033.165,Loss,-3.5,1769.5
2023-12-01 16:00:00,2023-12-01 16:45:00,Buy,2051.935,2048.435,2058.935,Win,7.0,1776.5
2023-12-01 17:30:00,2023-12-01 18:15:00,Buy,2062.415,2058.915,2069.415,Win,7.0,1783.5
2023-12-01 18:30:00,2023-12-01 19:45:00,Buy,2070.508,2067.008,2077.508,Loss,-3.5,1780.0
2023-12-03 23:00:00,2023-12-03 23:15:00,Buy,2072.608,2069.108,2079.608,Win,7.0,1787.0
2023-12-04 05:15:00,2023-12-04 06:30:00,Buy,2086.085,2082.585,2093.085,Loss,-3.5,1783.5
2023-12-05 10:00:00,2023-12-05 14:45:00,Sell,2028.245,2031.745,2021.245,Win,7.0,1790.5
2023-12-05 15:30:00,2023-12-05 17:30:00,Sell,2016.745,2020.245,2009.745,Loss,-3.5,1787.0
2023-12-06 16:45:00,2023-12-07 08:30:00,Buy,2027.385,2023.885,2034.385,Win,7.0,1794.0
2023-12-07 13:30:00,2023-12-07 14:15:00,Buy,2035.045,2031.545,2042.045,Loss,-3.5,1790.5
2023-12-08 01:45:00,2023-12-08 08:00:00,Buy,2031.705,2028.205,2038.705,Loss,-3.5,1787.0
2023-12-08 16:00:00,2023-12-08 17:00:00,Sell,2007.075,2010.575,2000.075,Win,7.0,1794.0
2023-12-08 17:00:00,2023-12-08 21:45:00,Sell,2000.605,2004.105,1993.605,Loss,-3.5,1790.5
2023-12-11 02:15:00,2023-12-11 07:45:00,Sell,2000.695,2004.195,1993.695,Win,7.0,1797.5
2023-12-11 07:45:00,2023-12-11 14:15:00,Sell,1996.945,2000.445,1989.945,Win,7.0,1804.5
2023-12-11 14:15:00,2023-12-11 15:15:00,Sell,1991.195,1994.695,1984.195,Win,7.0,1811.5
2023-12-11 15:15:00,2023-12-11 17:45:00,Sell,1984.695,1988.195,1977.695,Win,7.0,1818.5
2023-12-12 13:30:00,2023-12-12 14:30:00,Sell,1987.955,1991.455,1980.955,Win,7.0,1825.5
2023-12-13 02:00:00,2023-12-13 10:00:00,Sell,1979.225,1982.725,1972.225,Loss,-3.5,1822.0
2023-12-14 05:30:00,2023-12-14 08:15:00,Buy,2032.135,2028.635,2039.135,Win,7.0,1829.0
2023-12-14 13:45:00,2023-12-14 14:30:00,Buy,2034.425,2030.925,2041.425,Win,7.0,1836.0
2023-12-15 02:15:00,2023-12-15 09:00:00,Buy,2034.035,2030.535,2041.035,Win,7.0,1843.0
2023-12-17 23:15:00,2023-12-18 01:00:00,Sell,2018.398,2021.898,2011.398,Loss,-3.5,1839.5
2023-12-19 04:00:00,2023-12-19 06:30:00,Sell,2022.595,2026.095,2015.595,Loss,-3.5,1836.0
2023-12-19 08:15:00,2023-12-19 14:30:00,Buy,2025.775,2022.275,2032.775,Win,7.0,1843.0
2023-12-19 14:45:00,2023-12-19 15:15:00,Buy,2037.865,2034.365,2044.865,Win,7.0,1850.0
2023-12-19 16:15:00,2023-12-19 17:15:00,Buy,2044.265,2040.765,2051.2650000000003,Loss,-3.5,1846.5
2023-12-20 19:30:00,2023-12-20 21:30:00,Sell,2035.218,2038.718,2028.218,Win,7.0,1853.5
2023-12-21 10:15:00,2023-12-21 12:30:00,Sell,2034.388,2037.888,2027.388,Loss,-3.5,1850.0
2023-12-21 12:30:00,2023-12-21 13:30:00,Buy,2037.055,2033.555,2044.055,Loss,-3.5,1846.5
2023-12-21 13:30:00,2023-12-21 14:45:00,Buy,2037.898,2034.398,2044.898,Win,7.0,1853.5
2023-12-21 21:45:00,2023-12-21 23:30:00,Buy,2046.195,2042.695,2053.1949999999997,Win,7.0,1860.5
2023-12-21 23:30:00,2023-12-22 00:15:00,Buy,2050.435,2046.935,2057.435,Loss,-3.5,1857.0
2023-12-22 11:00:00,2023-12-22 12:15:00,Buy,2056.345,2052.845,2063.345,Win,7.0,1864.0
2023-12-22 12:15:00,2023-12-22 13:00:00,Buy,2062.875,2059.375,2069.875,Loss,-3.5,1860.5
2023-12-22 13:45:00,2023-12-22 15:45:00,Buy,2063.965,2060.465,2070.965,Loss,-3.5,1857.0
2023-12-26 01:15:00,2023-12-26 02:15:00,Buy,2057.375,2053.875,2064.375,Win,7.0,1864.0
2023-12-26 20:00:00,2023-12-27 12:30:00,Buy,2062.458,2058.958,2069.458,Win,7.0,1871.0
2023-12-27 15:15:00,2023-12-27 15:30:00,Buy,2073.815,2070.315,2080.815,Win,7.0,1878.0
2023-12-27 23:00:00,2023-12-28 01:45:00,Buy,2078.075,2074.575,2085.075,Win,7.0,1885.0
2023-12-28 01:45:00,2023-12-28 08:00:00,Buy,2085.175,2081.675,2092.175,Loss,-3.5,1881.5
2023-12-28 19:15:00,2023-12-29 07:00:00,Sell,2070.5,2074.0,2063.5,Loss,-3.5,1878.0
2023-12-29 08:45:00,2023-12-29 10:15:00,Sell,2070.065,2073.565,2063.065,Win,7.0,1885.0
2023-12-29 13:45:00,2023-12-29 16:15:00,Sell,2062.588,2066.088,2055.588,Loss,-3.5,1881.5
2024-01-02 11:30:00,2024-01-02 12:15:00,Sell,2072.235,2075.735,2065.235,Win,7.0,1888.5
2024-01-02 15:15:00,2024-01-02 15:30:00,Sell,2065.925,2069.425,2058.925,Win,7.0,1895.5
2024-01-03 09:30:00,2024-01-03 11:30:00,Sell,2057.248,2060.748,2050.248,Win,7.0,1902.5
2024-01-03 11:30:00,2024-01-03 12:00:00,Sell,2050.945,2054.445,2043.9450000000002,Win,7.0,1909.5
2024-01-04 11:45:00,2024-01-04 13:30:00,Sell,2046.308,2049.808,2039.308,Win,7.0,1916.5
2024-01-05 06:15:00,2024-01-05 13:30:00,Sell,2043.515,2047.015,2036.515,Win,7.0,1923.5
2024-01-05 15:00:00,2024-01-05 15:15:00,Buy,2048.375,2044.875,2055.375,Win,7.0,1930.5
2024-01-05 18:30:00,2024-01-08 03:00:00,Buy,2043.965,2040.465,2050.965,Loss,-3.5,1927.0
2024-01-08 03:30:00,2024-01-08 05:30:00,Sell,2039.215,2042.715,2032.215,Win,7.0,1934.0
2024-01-08 05:30:00,2024-01-08 09:15:00,Sell,2034.095,2037.595,2027.095,Win,7.0,1941.0
2024-01-08 11:00:00,2024-01-08 11:15:00,Sell,2026.425,2029.925,2019.425,Win,7.0,1948.0
2024-01-08 11:15:00,2024-01-08 15:00:00,Sell,2024.728,2028.228,2017.728,Loss,-3.5,1944.5
2024-01-09 15:45:00,2024-01-10 06:00:00,Sell,2032.045,2035.545,2025.045,Win,7.0,1951.5
2024-01-10 07:30:00,2024-01-10 10:00:00,Buy,2029.175,2025.675,2036.175,Win,7.0,1958.5
2024-01-11 16:00:00,2024-01-11 16:15:00,Sell,2027.705,2031.205,2020.705,Win,7.0,1965.5
2024-01-11 23:00:00,2024-01-12 05:45:00,Buy,2029.318,2025.818,2036.318,Win,7.0,1972.5
2024-01-12 05:45:00,2024-01-12 10:45:00,Buy,2035.355,2031.855,2042.355,Win,7.0,1979.5
2024-01-12 10:45:00,2024-01-12 12:00:00,Buy,2042.815,2039.315,2049.815,Win,7.0,1986.5
2024-01-12 12:00:00,2024-01-12 13:30:00,Buy,2046.265,2042.765,2053.2650000000003,Win,7.0,1993.5
2024-01-12 13:30:00,2024-01-12 13:45:00,Buy,2049.495,2045.995,2056.495,Win,7.0,2000.5
2024-01-15 01:30:00,2024-01-15 03:30:00,Buy,2049.825,2046.3249999999998,2056.825,Win,7.0,2007.5
2024-01-16 08:30:00,2024-01-16 09:00:00,Sell,2046.895,2050.395,2039.895,Win,7.0,2014.5
2024-01-16 09:00:00,2024-01-16 13:00:00,Sell,2041.935,2045.435,2034.935,Win,7.0,2021.5
2024-01-16 13:00:00,2024-01-16 13:30:00,Sell,2036.378,2039.878,2029.378,Loss,-3.5,2018.0
2024-01-16 14:30:00,2024-01-16 16:00:00,Sell,2039.445,2042.945,2032.445,Win,7.0,2025.0
2024-01-17 03:30:00,2024-01-17 06:00:00,Sell,2025.945,2029.445,2018.945,Win,7.0,2032.0
2024-01-17 16:45:00,2024-01-18 01:45:00,Sell,2007.735,2011.235,2000.735,Loss,-3.5,2028.5
2024-01-18 18:15:00,2024-01-18 23:00:00,Buy,2017.195,2013.695,2024.195,Win,7.0,2035.5
2024-01-19 07:15:00,2024-01-19 12:00:00,Buy,2025.528,2022.028,2032.528,Win,7.0,2042.5
2024-01-23 03:30:00,2024-01-23 06:45:00,Buy,2024.745,2021.245,2031.745,Win,7.0,2049.5
2024-01-23 06:45:00,2024-01-23 07:15:00,Buy,2031.358,2027.858,2038.358,Loss,-3.5,2046.0
2024-01-23 19:15:00,2024-01-24 02:45:00,Buy,2027.495,2023.995,2034.495,Loss,-3.5,2042.5
2024-01-24 15:30:00,2024-01-24 16:00:00,Sell,2018.875,2022.375,2011.875,Win,7.0,2049.5
2024-01-24 18:00:00,2024-01-25 13:30:00,Sell,2017.015,2020.515,2010.015,Loss,-3.5,2046.0
2024-01-25 16:15:00,2024-01-26 01:00:00,Sell,2018.535,2022.035,2011.535,Loss,-3.5,2042.5
2024-01-26 05:30:00,2024-01-26 09:00:00,Buy,2022.165,2018.665,2029.165,Loss,-3.5,2039.0
2024-01-29 01:00:00,2024-01-29 07:00:00,Buy,2022.485,2018.985,2029.485,Win,7.0,2046.0
2024-01-29 07:00:00,2024-01-29 10:30:00,Buy,2029.435,2025.935,2036.435,Loss,-3.5,2042.5
2024-01-29 13:15:00,2024-01-29 13:45:00,Buy,2030.105,2026.605,2037.105,Win,7.0,2049.5
2024-01-29 17:15:00,2024-01-29 20:15:00,Buy,2028.105,2024.605,2035.105,Win,7.0,2056.5
2024-01-30 07:15:00,2024-01-30 11:15:00,Buy,2035.585,2032.085,2042.585,Loss,-3.5,2053.0
2024-01-30 14:15:00,2024-01-30 15:00:00,Buy,2043.965,2040.465,2050.965,Loss,-3.5,2049.5
2024-01-31 05:45:00,2024-01-31 13:30:00,Buy,2034.328,2030.828,2041.328,Win,7.0,2056.5
2024-02-01 02:00:00,2024-02-01 02:15:00,Buy,2042.345,2038.845,2049.3450000000003,Win,7.0,2063.5
2024-02-01 10:30:00,2024-02-01 13:30:00,Sell,2036.795,2040.295,2029.795,Loss,-3.5,2060.0
2024-02-01 14:00:00,2024-02-01 14:30:00,Buy,2042.518,2039.018,2049.518,Win,7.0,2067.0
2024-02-01 16:00:00,2024-02-01 16:15:00,Buy,2053.405,2049.905,2060.405,Win,7.0,2074.0
2024-02-02 13:15:00,2024-02-02 13:30:00,Sell,2054.155,2057.655,2047.1550000000002,Win,7.0,2081.0
2024-02-05 00:00:00,2024-02-05 03:15:00,Sell,2038.555,2042.055,2031.555,Win,7.0,2088.0
2024-02-05 08:00:00,2024-02-05 13:15:00,Sell,2026.565,2030.065,2019.565,Win,7.0,2095.0
2024-02-07 14:30:00,2024-02-07 17:15:00,Buy,2037.935,2034.435,2044.935,Loss,-3.5,2091.5
2024-02-08 03:15:00,2024-02-08 11:30:00,Sell,2034.958,2038.458,2027.958,Win,7.0,2098.5
2024-02-08 12:30:00,2024-02-08 14:30:00,Sell,2025.815,2029.315,2018.815,Loss,-3.5,2095.0
2024-02-09 12:45:00,2024-02-09 13:30:00,Sell,2028.985,2032.485,2021.985,Loss,-3.5,2091.5
2024-02-12 08:45:00,2024-02-12 14:15:00,Sell,2024.545,2028.045,2017.545,Win,7.0,2098.5
2024-02-13 03:00:00,2024-02-13 06:15:00,Sell,2018.318,2021.818,2011.318,Loss,-3.5,2095.0
2024-02-13 14:30:00,2024-02-13 14:45:00,Sell,2000.475,2003.975,1993.475,Win,7.0,2102.0
2024-02-16 17:30:00,2024-02-19 00:15:00,Buy,2011.395,2007.895,2018.395,Win,7.0,2109.0
2024-02-20 07:15:00,2024-02-20 12:15:00,Buy,2020.825,2017.325,2027.825,Win,7.0,2116.0
2024-02-20 13:30:00,2024-02-20 19:45:00,Buy,2028.795,2025.295,2035.795,Loss,-3.5,2112.5
2024-02-22 04:30:00,2024-02-22 13:30:00,Buy,2027.895,2024.395,2034.895,Loss,-3.5,2109.0
2024-02-23 01:00:00,2024-02-23 06:00:00,Buy,2025.248,2021.748,2032.248,Loss,-3.5,2105.5
2024-02-23 06:15:00,2024-02-23 12:15:00,Sell,2021.225,2024.725,2014.225,Loss,-3.5,2102.0
2024-02-23 12:30:00,2024-02-23 16:00:00,Buy,2025.775,2022.275,2032.775,Win,7.0,2109.0
2024-02-23 16:00:00,2024-02-23 17:00:00,Buy,2031.528,2028.028,2038.528,Win,7.0,2116.0
2024-02-26 14:00:00,2024-02-27 07:15:00,Sell,2031.545,2035.045,2024.545,Loss,-3.5,2112.5
2024-02-27 08:15:00,2024-02-27 16:00:00,Buy,2036.175,2032.675,2043.175,Loss,-3.5,2109.0
2024-02-27 17:00:00,2024-02-27 18:15:00,Sell,2032.005,2035.505,2025.005,Loss,-3.5,2105.5
2024-02-27 18:30:00,2024-02-28 08:45:00,Sell,2033.595,2037.095,2026.595,Win,7.0,2112.5
2024-02-28 13:00:00,2024-02-29 13:30:00,Buy,2030.845,2027.345,2037.845,Win,7.0,2119.5
2024-02-29 13:30:00,2024-02-29 13:45:00,Buy,2034.055,2030.555,2041.055,Win,7.0,2126.5
2024-02-29 13:45:00,2024-03-01 08:30:00,Buy,2044.465,2040.965,2051.465,Loss,-3.5,2123.0
2024-03-01 10:15:00,2024-03-01 11:30:00,Buy,2049.535,2046.0349999999999,2056.535,Win,7.0,2130.0
2024-03-01 14:00:00,2024-03-01 14:45:00,Buy,2052.448,2048.948,2059.448,Loss,-3.5,2126.5
2024-03-01 15:30:00,2024-03-01 16:00:00,Buy,2064.108,2060.608,2071.108,Win,7.0,2133.5
2024-03-01 16:00:00,2024-03-01 16:30:00,Buy,2071.328,2067.828,2078.328,Win,7.0,2140.5
2024-03-04 06:45:00,2024-03-04 13:45:00,Buy,2082.878,2079.378,2089.878,Win,7.0,2147.5
2024-03-04 14:15:00,2024-03-04 14:45:00,Buy,2093.185,2089.685,2100.185,Win,7.0,2154.5
2024-03-05 08:00:00,2024-03-05 08:30:00,Buy,2116.015,2112.515,2123.015,Win,7.0,2161.5
2024-03-05 13:00:00,2024-03-05 13:30:00,Buy,2124.978,2121.478,2131.978,Win,7.0,2168.5
2024-03-05 19:00:00,2024-03-05 20:30:00,Buy,2132.105,2128.605,2139.105,Loss,-3.5,2165.0
2024-03-06 07:00:00,2024-03-06 08:45:00,Buy,2127.985,2124.485,2134.985,Loss,-3.5,2161.5
2024-03-06 11:00:00,2024-03-06 12:30:00,Buy,2126.345,2122.845,2133.345,Win,7.0,2168.5
2024-03-06 14:30:00,2024-03-06 14:45:00,Buy,2140.688,2137.188,2147.688,Win,7.0,2175.5
2024-03-06 16:00:00,2024-03-06 16:45:00,Buy,2142.005,2138.505,2149.005,Win,7.0,2182.5
2024-03-06 18:00:00,2024-03-06 19:00:00,Buy,2145.845,2142.345,2152.845,Loss,-3.5,2179.0
2024-03-07 02:30:00,2024-03-07 04:00:00,Buy,2147.775,2144.275,2154.775,Win,7.0,2186.0
2024-03-07 04:00:00,2024-03-07 04:30:00,Buy,2152.828,2149.328,2159.828,Win,7.0,2193.0
2024-03-07 06:45:00,2024-03-07 13:00:00,Buy,2154.645,2151.145,2161.645,Win,7.0,2200.0
2024-03-08 06:30:00,2024-03-08 08:30:00,Buy,2159.485,2155.985,2166.485,Win,7.0,2207.0
2024-03-08 13:30:00,2024-03-08 13:45:00,Buy,2168.015,2164.515,2175.015,Win,7.0,2214.0
2024-03-08 15:30:00,2024-03-08 16:45:00,Buy,2171.935,2168.435,2178.935,Win,7.0,2221.0
2024-03-08 16:45:00,2024-03-08 17:00:00,Buy,2179.208,2175.708,2186.208,Win,7.0,2228.0
2024-03-10 23:15:00,2024-03-11 00:30:00,Buy,2179.405,2175.905,2186.405,Win,7.0,2235.0
2024-03-11 00:30:00,2024-03-11 01:15:00,Buy,2183.805,2180.305,2190.805,Loss,-3.5,2231.5
2024-03-11 13:30:00,2024-03-11 14:00:00,Buy,2179.695,2176.195,2186.695,Loss,-3.5,2228.0
2024-03-11 18:45:00,2024-03-12 05:30:00,Buy,2178.835,2175.335,2185.835,Loss,-3.5,2224.5
2024-03-12 13:00:00,2024-03-12 13:15:00,Sell,2169.175,2172.675,2162.175,Win,7.0,2231.5
2024-03-12 17:30:00,2024-03-12 19:00:00,Sell,2159.094,2162.594,2152.094,Win,7.0,2238.5
2024-03-13 15:00:00,2024-03-13 17:00:00,Buy,2170.205,2166.705,2177.205,Win,7.0,2245.5
2024-03-15 05:30:00,2024-03-15 09:45:00,Buy,2164.955,2161.455,2171.955,Win,7.0,2252.5
2024-03-18 01:00:00,2024-03-18 02:45:00,Sell,2155.355,2158.855,2148.355,Win,7.0,2259.5
2024-03-18 11:00:00,2024-03-18 16:00:00,Buy,2158.845,2155.345,2165.845,Loss,-3.5,2256.0
2024-03-19 08:00:00,2024-03-19 12:30:00,Sell,2153.715,2157.215,2146.715,Loss,-3.5,2252.5
2024-03-19 13:30:00,2024-03-19 20:00:00,Sell,2154.438,2157.938,2147.438,Loss,-3.5,2249.0
2024-03-20 00:45:00,2024-03-20 10:15:00,Buy,2156.178,2152.678,2163.178,Loss,-3.5,2245.5
2024-03-20 13:45:00,2024-03-20 14:00:00,Buy,2155.308,2151.808,2162.308,Win,7.0,2252.5
2024-03-20 18:30:00,2024-03-20 18:45:00,Buy,2169.355,2165.855,2176.355,Win,7.0,2259.5
2024-03-20 18:45:00,2024-03-20 19:00:00,Buy,2176.908,2173.408,2183.908,Win,7.0,2266.5
2024-03-20 20:15:00,2024-03-20 22:00:00,Buy,2185.005,2181.505,2192.005,Win,7.0,2273.5
2024-03-20 22:15:00,2024-03-20 22:30:00,Buy,2194.005,2190.505,2201.005,Win,7.0,2280.5
2024-03-21 01:00:00,2024-03-21 01:15:00,Buy,2200.005,2196.505,2207.005,Win,7.0,2287.5
2024-03-22 01:45:00,2024-03-22 02:30:00,Sell,2179.005,2182.505,2172.005,Win,7.0,2294.5
2024-03-22 06:45:00,2024-03-22 07:15:00,Sell,2171.875,2175.375,2164.875,Win,7.0,2301.5
2024-03-22 15:00:00,2024-03-22 16:30:00,Sell,2171.515,2175.015,2164.515,Win,7.0,2308.5
2024-03-25 00:15:00,2024-03-25 01:15:00,Sell,2166.415,2169.915,2159.415,Loss,-3.5,2305.0
2024-03-26 07:30:00,2024-03-26 08:30:00,Buy,2172.025,2168.525,2179.025,Win,7.0,2312.0
2024-03-26 09:00:00,2024-03-26 09:30:00,Buy,2178.945,2175.445,2185.945,Win,7.0,2319.0
2024-03-26 10:45:00,2024-03-26 12:30:00,Buy,2195.525,2192.025,2202.525,Loss,-3.5,2315.5
2024-03-27 03:00:00,2024-03-27 09:30:00,Buy,2176.445,2172.945,2183.445,Win,7.0,2322.5
2024-03-27 09:30:00,2024-03-27 09:45:00,Buy,2182.105,2178.605,2189.105,Win,7.0,2329.5
2024-03-27 13:30:00,2024-03-27 14:45:00,Buy,2187.505,2184.005,2194.505,Win,7.0,2336.5
2024-03-27 19:45:00,2024-03-28 00:00:00,Buy,2192.398,2188.898,2199.398,Loss,-3.5,2333.0
2024-03-28 02:00:00,2024-03-28 05:30:00,Buy,2190.738,2187.238,2197.738,Win,7.0,2340.0
2024-03-28 10:15:00,2024-03-28 10:30:00,Buy,2198.984,2195.484,2205.984,Win,7.0,2347.0
2024-03-28 14:30:00,2024-03-28 15:00:00,Buy,2208.644,2205.144,2215.644,Win,7.0,2354.0
2024-03-28 16:15:00,2024-03-28 16:30:00,Buy,2217.215,2213.715,2224.215,Win,7.0,2361.0
2024-03-28 20:30:00,2024-03-28 20:45:00,Buy,2221.725,2218.225,2228.725,Win,7.0,2368.0
2024-03-28 20:45:00,2024-03-31 22:00:00,Buy,2223.985,2220.485,2230.985,Win,7.0,2375.0
2024-03-31 23:15:00,2024-03-31 23:45:00,Buy,2238.935,2235.435,2245.935,Win,7.0,2382.0
2024-04-01 03:30:00,2024-04-01 08:45:00,Buy,2259.915,2256.415,2266.915,Loss,-3.5,2378.5
2024-04-01 20:00:00,2024-04-01 20:45:00,Buy,2245.148,2241.648,2252.148,Win,7.0,2385.5
2024-04-01 22:15:00,2024-04-02 00:00:00,Buy,2251.768,2248.268,2258.768,Loss,-3.5,2382.0
2024-04-02 02:45:00,2024-04-02 04:45:00,Buy,2252.168,2248.668,2259.168,Win,7.0,2389.0
2024-04-02 07:45:00,2024-04-02 09:30:00,Buy,2256.125,2252.625,2263.125,Win,7.0,2396.0
2024-04-02 10:30:00,2024-04-02 11:15:00,Buy,2261.105,2257.605,2268.105,Loss,-3.5,2392.5
2024-04-02 17:30:00,2024-04-02 18:00:00,Buy,2262.645,2259.145,2269.645,Win,7.0,2399.5
